iter	RMSE
302	0.8150362019
303	0.8148829528
304	0.8147088837
305	0.8145022586
306	0.8140421474
307	0.8132813367
308	0.8129251504
309	0.8127322332
310	0.8124043261
311	0.8122173681
312	0.8118279519
313	0.8114695111
314	0.8112716452
315	0.811167943
316	0.8109679666
317	0.8103011844
318	0.8102161427
319	0.8100342963
320	0.8096896788
321	0.809358665
322	0.8090676868
323	0.8088913106
324	0.8087916865
325	0.8086024725
326	0.8084277893
327	0.80823175
328	0.8075056702
329	0.8069122985
330	0.8067147964
331	0.8064002119
332	0.8056847822
333	0.8050243483
334	0.8047117077
335	0.8045516484
336	0.8044710296
337	0.8042880611
338	0.8038672576
339	0.803544512
340	0.8033736169
341	0.8012627234
342	0.8009958566
343	0.8006008132
344	0.8002736934
345	0.8001067882
346	0.7997473835
347	0.7990524955
348	0.7989515112
349	0.7987859289
350	0.7978705371
351	0.7974595016
352	0.7969234222
353	0.7967535897
354	0.7963617411
355	0.7960378313
356	0.7958134212
357	0.7952411285
358	0.7945682444
359	0.7944695852
360	0.7941752309
361	0.7938674716
362	0.7936947181
363	0.7928072469
364	0.7919507087
365	0.7917944751
366	0.7915292425
367	0.79125977
368	0.7909360047
369	0.7907186005
370	0.7905452274
371	0.7899052969
372	0.7897590693
373	0.7896851149
374	0.7895179624
375	0.7893288768
376	0.7885028825
377	0.7882497813
378	0.7878838329
379	0.7875867348
380	0.7874335661
381	0.7872038809
382	0.7865718601
383	0.7863357162
384	0.7862638831
385	0.7861021063
386	0.7859350082
387	0.785575773
388	0.7854297313
389	0.7853535876
390	0.785200315
391	0.7850454037
392	0.7848790523
393	0.7846415861
394	0.7843850718
395	0.7841258838
396	0.7833265962
397	0.7831703519
398	0.7825742817
399	0.7825063838
400	0.7816774828
401	0.7810812541
402	0.7807346936
403	0.7804959409
404	0.7802948065
405	0.7801556226
406	0.7798601246
407	0.7791558147
408	0.7789943969
409	0.7786740635
410	0.7784943218
411	0.7783384698
412	0.777895462
413	0.7774056521
414	0.7771635113
415	0.776937872
416	0.776781114
417	0.7766459775
418	0.7758718903
419	0.7757197617
420	0.7751410297
421	0.7748562919
422	0.774108201
423	0.7739778171
424	0.7733801906
425	0.7732209501
426	0.7726590996
427	0.7725954575
428	0.7721311598
429	0.7718566663
430	0.7717299633
431	0.7715824886
432	0.7712641743
433	0.7707033779
434	0.7705794002
435	0.7702670491
436	0.7699150695
437	0.7697693259
438	0.769434421
439	0.7692942719
440	0.7690728628
441	0.7687306334
442	0.7686674176
443	0.7683671918
444	0.7681187116
445	0.7678780971
446	0.7676139162
447	0.7668895664
448	0.766826098
449	0.7667062881
450	0.7665886114
451	0.7660463872
452	0.7657899985
453	0.7655915087
454	0.7654513629
455	0.7649103843
456	0.7645812704
457	0.7643519936
458	0.764289672
459	0.7636744527
460	0.7629748875
461	0.7625992028
462	0.7624583216
463	0.7617828805
464	0.76162898
465	0.7614989548
466	0.761292116
467	0.7611500753
468	0.7609662191
469	0.7604403161
470	0.7602596688
471	0.7597250478
472	0.7595507889
473	0.759382884
474	0.7592210988
475	0.758747092
476	0.7583958796
477	0.7561034026
478	0.7559112781
479	0.7557753644
480	0.7556469144
481	0.7554902585
482	0.7554303475
483	0.7552823807
484	0.7546253733
485	0.7545006305
486	0.7543961623
487	0.7538648478
488	0.7537466137
489	0.7535405879
490	0.7533956652
491	0.753258368
492	0.7530055113
493	0.7523706949
494	0.7522391203
495	0.7519988301
496	0.751710264
497	0.7514942081
498	0.7513611594
499	0.751303543
500	0.7510627533
501	0.7505498197
502	0.7501590501
503	0.7499326695
504	0.7496044791
505	0.7494545275
506	0.7493461828
507	0.7492256372
508	0.749096356
509	0.7488790992
510	0.7486477053
511	0.7483347356
512	0.7481022998
513	0.7477997073
514	0.747528211
515	0.7473344199
516	0.7472781462
517	0.7468004797
518	0.7466688945
519	0.7461719252
520	0.7460262925
521	0.7458107367
522	0.743724243
523	0.7431055177
524	0.7429705717
525	0.7428577655
526	0.7421223398
527	0.7419490593
528	0.7417305114
529	0.741618822
530	0.7413107707
531	0.7411699993
532	0.7411145431
533	0.7407876382
534	0.7404310209
535	0.7402281555
536	0.7380567872
537	0.7379358567
538	0.7378234224
539	0.737613819
540	0.7374195104
541	0.7369371579
542	0.7366406462
543	0.7364385076
544	0.7362999654
545	0.7356994059
546	0.7355458357
547	0.7354279771
548	0.7352153921
549	0.7351010282
550	0.7349807938
551	0.7348644524
552	0.734598328
553	0.7345451443
554	0.7343233235
555	0.7339685271
556	0.7338537831
557	0.7337406362
558	0.7334480075
559	0.7328673336
560	0.732683524
561	0.7324835324
562	0.732023943
563	0.7319154789
564	0.7314483224
565	0.7313294837
566	0.7312320623
567	0.731046373
568	0.730919752
569	0.7305861568
570	0.7303859881
571	0.7301484307
572	0.7299674174
573	0.7297791342
574	0.7296690143
575	0.7294151507
576	0.7292103099
577	0.7290224975
578	0.7284808043
579	0.7283773403
580	0.7278449769
581	0.727615365
582	0.7273341687
583	0.7272286533
584	0.726780467
585	0.7266185682
586	0.7263424852
587	0.7261007443
588	0.725535339
589	0.7253650742
590	0.7252603879
591	0.725209941
592	0.7250055709
593	0.7241725083
594	0.7240475099
595	0.7238349469
596	0.7237216634
597	0.7234101908
598	0.7232058428
599	0.7231061375
600	0.72114131
601	0.7210389622
602	0.720932082
603	0.7208068791
604	0.7203738195
605	0.7201907721
606	0.7200982506
607	0.719549157
608	0.7192689502
609	0.7191290049
610	0.7188610196
611	0.7180747176
612	0.717833459
613	0.7173021763
614	0.717099834
615	0.7168378148
616	0.71666925
617	0.7165645353
618	0.716460649
619	0.7159472274
620	0.7158525234
621	0.7154318502
622	0.7150686006
623	0.7148455168
624	0.7147488643
625	0.7146072906
626	0.7143477406
627	0.7136839829
628	0.7130265417
629	0.7110508034
630	0.7109419634
631	0.7108413022
632	0.7105872755
633	0.7104124491
634	0.7103316753
635	0.7100546379
636	0.7097815981
637	0.7094441075
638	0.7092627822
639	0.7089424877
640	0.7088495845
641	0.7085947904
642	0.7077760838
643	0.7077316273
644	0.7075740362
645	0.7073917432
646	0.7072559297
647	0.7070088379
648	0.7069654277
649	0.7068677649
650	0.706457329
651	0.7063204499
652	0.7062261244
653	0.7061125378
654	0.7059619369
655	0.7057212444
656	0.7054246005
657	0.7052154067
658	0.7051235249
659	0.7050794685
660	0.7049878551
661	0.7048749976
662	0.7045949844
663	0.7042709604
664	0.7040372933
665	0.7021797593
666	0.701674742
667	0.7015720461
668	0.7013633718
669	0.7009643126
670	0.7006358846
671	0.7005359319
672	0.7004055631
673	0.7002966816
674	0.6998044337
675	0.6992174439
676	0.6991290013
677	0.6986567091
678	0.6984237064
679	0.6982494041
680	0.6982045873
681	0.6980407151
682	0.6978381515
683	0.6977493392
684	0.697663439
685	0.6974135988
686	0.6973148763
687	0.6969130614
688	0.6965256446
689	0.6963540842
690	0.6962791172
691	0.6961816125
692	0.6959575027
693	0.6956556779
694	0.6955324425
695	0.6954885397
696	0.6951365321
697	0.6950939333
698	0.6946334092
699	0.6945494654
700	0.6944493386
701	0.6940741201
702	0.6939110025
703	0.693585681
704	0.693440553
705	0.6933446784
706	0.6931420055
707	0.692890256
708	0.6928494368
709	0.6926407807
710	0.6923361389
711	0.691955908
712	0.6918757754
713	0.6910710154
714	0.6909866217
715	0.6903722692
716	0.6898482727
717	0.6880000793
718	0.6876370061
719	0.6874349913
720	0.6872516768
721	0.687058578
722	0.6868781279
723	0.6868359898
724	0.6856915183
725	0.6853547408
726	0.6852671554
727	0.6847447807
728	0.684466206
729	0.6841040995
730	0.6838887012
731	0.6821520158
732	0.6819950698
733	0.6816728441
734	0.6815244425
735	0.6814313049
736	0.6812467553
737	0.6810936335
738	0.680995266
739	0.6809541667
740	0.6809126943
741	0.6804821137
742	0.680329899
743	0.6802365849
744	0.6799900059
745	0.6798941606
746	0.6798194536
747	0.6794824309
748	0.679305481
749	0.6790966631
750	0.6790566322
751	0.6789364516
752	0.6787632666
753	0.678592485
754	0.6782082839
755	0.678029441
756	0.6778885796
757	0.6778158236
758	0.677707126
759	0.6774805431
760	0.6773881404
761	0.6773006832
762	0.6772604836
763	0.6771007419
764	0.6769640078
765	0.6768303417
766	0.6766681971
767	0.6765977724
768	0.6765586831
769	0.6763982018
770	0.6758235744
771	0.675534965
772	0.6752461735
773	0.6744535827
774	0.6742928123
775	0.6742201074
776	0.6738052065
777	0.673655467
778	0.6733278447
779	0.6732591896
780	0.6730424694
781	0.6726118526
782	0.6725732298
783	0.6708848293
784	0.6707954897
785	0.670726631
786	0.6706403254
787	0.6704953222
788	0.6703363737
789	0.6702545303
790	0.6694880351
791	0.6693298917
792	0.6691349857
793	0.6689708979
794	0.6688782455
795	0.6688113146
796	0.6687246862
797	0.6685070016
798	0.6680648188
799	0.6678707353
800	0.6677553365
801	0.6675475028
802	0.6674752997
803	0.6673005617
804	0.6671601511
805	0.6670598251
806	0.6666487532
807	0.6665136342
808	0.6663837126
809	0.6659214473
810	0.6657824287
811	0.6657448581
812	0.6656118208
813	0.6655479815
814	0.6649856179
815	0.664919066
816	0.6648282003
817	0.6646573222
818	0.6645219044
819	0.6644471243
820	0.6627926838
821	0.6626491461
822	0.6624910974
823	0.6622573536
824	0.6615124183
825	0.6613400268
826	0.6612501588
827	0.6595663721
828	0.6593404286
829	0.6592120675
830	0.6586945836
831	0.6584768113
832	0.6583193504
833	0.6581340065
834	0.6580273914
835	0.6563913138
836	0.6563299103
837	0.6562346079
838	0.6561897697
839	0.6560663713
840	0.655762286
841	0.65567909
842	0.6556024658
843	0.6555658481
844	0.655506292
845	0.6554250864
846	0.6551151176
847	0.654804503
848	0.6545024646
849	0.6544142252
850	0.6543297623
851	0.6542822407
852	0.6540059324
853	0.653920014
854	0.6538189531
855	0.6537755149
856	0.65373037
857	0.6532848512
858	0.6531177867
859	0.6529386259
860	0.6524725492
861	0.6520712579
862	0.6520356633
863	0.6519596723
864	0.6518007635
865	0.6516493398
866	0.6513698769
867	0.6512956139
868	0.6512606548
869	0.65094872
870	0.6494626976
871	0.6492507607
872	0.649195493
873	0.6490589773
874	0.6483297495
875	0.6481592831
876	0.6481171612
877	0.6478473264
878	0.6477501043
879	0.6476643461
880	0.6474532231
881	0.6472821736
882	0.6471215458
883	0.6469748062
884	0.6469403894
885	0.6468670111
886	0.646715781
887	0.6465950869
888	0.6465109333
889	0.6464175198
890	0.646250614
891	0.6461323559
892	0.6460892925
893	0.6458579535
894	0.6454257621
895	0.6451686934
896	0.6450310051
897	0.6447272831
898	0.6445519192
899	0.6444850873
900	0.6440476685
901	0.6437845853
902	0.6422334992
903	0.6421997359
904	0.6421589239
905	0.6419163317
906	0.6417947966
907	0.6417154775
908	0.6415842529
909	0.6410802366
910	0.6410383865
911	0.6408431092
912	0.6407151283
913	0.6406622537
914	0.6403862372
915	0.6401041757
916	0.6393939303
917	0.6393627432
918	0.6392266645
919	0.6391501623
920	0.6390035663
921	0.6388415889
922	0.638724368
923	0.6385850004
924	0.6384501075
925	0.6383749848
926	0.6382605253
927	0.638125523
928	0.6379164245
929	0.6378497783
930	0.6377204355
931	0.6374885964
932	0.637382561
933	0.6373370857
934	0.6372617976
935	0.6371779755
936	0.637107865
937	0.6370457006
938	0.6355467848
939	0.6353264088
940	0.6352271304
941	0.6349447645
942	0.6347813003
943	0.6346103309
944	0.6345782566
945	0.6344844948
946	0.6330394638
947	0.6329764907
948	0.632912406
949	0.6327595688
950	0.6326377477
951	0.6324919247
952	0.6324602537
953	0.6323875612
954	0.632278189
955	0.6322022051
956	0.6320507526
957	0.631817145
958	0.6314087268
959	0.631246532
960	0.6311413313
961	0.6309000781
962	0.630868412
963	0.6308109638
964	0.6301340488
965	0.6299338472
966	0.6298571083
967	0.6297502576
968	0.6297190125
969	0.6294685287
970	0.6291965813
971	0.6290654908
972	0.6290265784
973	0.628652979
974	0.6285119174
975	0.6280875975
976	0.6279187682
977	0.6272599795
978	0.6272155247
979	0.6270274795
980	0.6266550476
981	0.626521688
982	0.6263673912
983	0.6263359858
984	0.6262404045
985	0.6261413852
986	0.626009875
987	0.6258822243
988	0.6258136413
989	0.6257829461
990	0.6257158756
991	0.6255682165
992	0.6251140495
993	0.6250834481
994	0.624964525
995	0.6248996503
996	0.6234923934
997	0.623420672
998	0.6233259332
999	0.6232957544
